KO_ID,AdFeMg1,AdFeMg2,AdFeMg3,AdFeMg4,AdFeMg5,AdFeMg6,AdFeMg7,AdFeMg8,AdFeMg9,AdFeMg10,AdFeMg11,AdFeMg12,AdFeMg13,AdFeMg14,AdFeMg15,MaFeMg1,MaFeMg2,MaFeMg3,MaFeMg4,MaFeMg5,MaFeMg6,MaFeMg7,MaFeMg8,MaFeMg9,MaFeMg10,MaFeMg11,MaFeMg12,MaFeMg13,MaFeMg14,MaFeMg15,OaFeMg1,OaFeMg2,OaFeMg3,OaFeMg4,OaFeMg5,OaFeMg6,OaFeMg7,OaFeMg8,OaFeMg9,OaFeMg10,OaFeMg11,OaFeMg12,OaFeMg13,OaFeMg14,OaFeMg15
K00001,225.1218766,271.6263304,313.9941297,186.7894244,174.3548197,509.8621906,48.13562943,1725.146597,278.7915732,786.0050685,238.939264,399.7936277,328.6100266,237.3124245,539.7965859,392.3565685,303.030447,499.2252864,189.1417289,238.038214,556.9884435,147.4821442,295.4864427,715.9579741,324.9411851,449.17441,183.3928271,366.7588314,443.8221808,370.6376365,432.501547,625.1628183,449.8285943,1090.484503,570.2607168,492.0980088,209.4107287,357.4168665,521.4771685,509.7037322,284.8072895,641.0734618,680.5051361,395.2038007,551.5420631
K00002,310.6725094,302.5075406,377.537654,386.3809904,175.9073296,386.8078883,333.9001714,276.1309184,534.4086036,346.8843387,260.7907051,214.8433086,363.7310991,399.9653273,423.5957062,189.7465072,359.2464287,388.4678474,306.7312178,259.0851476,230.2045086,375.7127254,227.0322224,272.1217605,309.2408784,187.5652868,301.8570711,230.5039705,387.3700383,466.0799329,221.2821419,253.2440522,522.2609701,237.966634,468.3655587,259.3977797,209.9538935,347.8032593,262.4026763,339.2118884,251.8681047,202.1695959,449.3234078,395.4461211,375.0252551
K00003,4699.586475,5879.271264,6729.690566,5298.094707,3793.044209,5123.083381,4446.687807,5609.144488,5391.41431,5262.249026,5581.947662,4636.977799,5104.468538,4486.421778,5343.00561,6802.375103,6474.128452,7125.228782,5407.942214,5693.843272,9304.151169,7411.001611,6323.036841,6581.699849,6923.045762,7747.304579,5705.132789,6978.903948,7791.078068,7116.634375,4989.071753,5619.040746,6428.16112,6451.770584,6155.994339,6352.69403,5994.506497,6641.991354,6430.409666,5811.370821,6492.989736,6250.745657,7240.566237,6223.473102,6422.598752
K00004,46.72417216,37.69994566,85.85257578,35.52144117,34.24815159,57.36145159,55.69749653,76.21127362,73.17334028,47.74905342,48.47914549,72.31740599,70.56563292,39.26390953,40.64323565,124.3919076,198.3941881,170.3190741,121.0637017,126.464762,1013.470444,175.8779302,200.5299457,91.55522833,469.19521,341.9288487,63.02873247,259.6912887,787.4328009,585.5917275,72.10210919,194.1096964,60.80168463,56.97225299,86.028591,131.9139745,56.33768641,608.7985907,101.3927976,43.20475656,73.99432619,56.79301852,50.9794347,84.33645002,97.90649635
K00005,726.6159814,754.1178668,849.8343456,865.6128243,817.2976874,859.8204221,500.419521,1035.568654,1634.648024,3520.194538,974.5644795,647.7202062,943.8292112,460.1701579,1156.989863,1256.29329,881.4917053,1005.567751,935.9813956,912.0231745,1002.915464,929.2013392,902.399213,1065.033791,778.4726106,1121.048205,845.2781139,860.5517313,820.5660104,978.0795733,1357.416389,1681.562403,736.0459526,1680.264244,1104.853179,1081.934748,750.9845671,692.7894029,1121.714333,786.7701747,850.9171275,1129.709281,1160.124267,1411.149927,878.189683
K00006,3.240710836,1.119603884,2.929008691,2.152805525,1.429024914,1.104187207,0,0,0,4.000080454,0,0,13.57376885,0,0,0.984493315,2.422271498,0,0,2.92204276,0,0,0.96076847,0,0,0,1.842635948,0,0,0,0,0,0,0,2.595690044,0,0,0,0,2.003283482,0.998676092,0,0,0.932538432,0
K00007,8.955890684,4.284124191,4.981220854,0.686469441,0.911352114,7.041888043,9.801335208,4.694189853,0,94.38801557,1.401395976,26.45750337,5.327132377,2.06208911,17.4219576,14.440659,6.951551392,25.25834874,6.571826725,19.87749696,5.783317806,8.015963722,3.063621802,32.9034738,6.973970337,13.04192091,6.463215463,24.03111644,5.875462378,8.042651766,1.200898893,0.585710605,3.983962201,8.196623113,3.310771682,6.054212895,0.602485598,6.850644103,4.098570135,4.471537316,3.184498601,2.064289755,3.490058185,8.326091511,8.656176493
K00008,799.2393696,1125.972568,1339.477748,1326.101191,1567.465667,1431.145025,1317.005397,1112.062747,2426.378889,1471.108991,1098.836903,1604.887256,1483.145331,1135.483026,1230.747462,1146.464047,1133.154243,1144.874431,818.5893366,1275.535631,879.1379359,1165.762614,833.0639153,1109.271482,984.1695416,1148.239105,838.9458506,1044.781978,1267.245086,1125.969039,1551.881661,1037.505871,1548.096568,854.1326984,1859.722258,1836.482766,1789.540596,1129.967548,2003.22699,1095.44616,1144.038882,1797.955328,1616.088922,1658.450038,1346.943294
K00009,488.2910853,1033.770002,668.8467414,373.1532267,578.7084565,688.4779514,373.0586232,1536.229737,682.5661171,699.3578246,594.9600558,646.3555113,796.7159204,468.4233849,670.155328,925.1488081,864.7563475,934.9287572,691.3297989,575.3041752,1780.470189,601.4721498,770.0877461,1054.573052,584.6434176,1070.590361,782.7713049,582.6251306,993.6962431,585.9423505,700.3345772,683.5315367,629.2062903,1511.94833,655.5817914,663.7683205,383.8733984,667.4512457,689.9712129,735.3924764,831.9060058,749.0506187,1159.971185,757.6873203,841.628752
K00010,716.3733481,1522.132236,1681.970719,871.6766427,679.5838211,1828.131235,1103.648331,1304.262623,1885.503396,332.2346652,1076.254239,1142.199942,1210.892112,530.4675841,877.7273546,967.63105,1833.461945,1735.519424,1345.298068,1382.553094,1470.941205,1260.253134,2769.821533,2211.044314,1235.529098,1244.119689,1462.107801,1689.60291,2683.635064,1544.873551,2284.663937,1578.847715,2366.53042,1491.693816,1965.173354,2159.845071,1421.823236,1296.027231,2205.480522,1356.466531,1145.95019,2073.562992,1334.825485,2913.901837,1111.873582
K00012,6176.206957,5895.589193,5295.165738,6468.079112,7508.314728,5109.88434,6598.683942,5614.911101,6750.167012,8956.696515,6878.109012,5714.827809,6690.629166,5762.073017,5625.028612,7068.469174,6186.367203,6667.756681,5923.824816,6608.122037,5911.505647,7864.570628,5868.631277,7289.985196,6702.477557,7339.441363,6580.57651,7016.893736,6117.17447,7793.880349,6508.739128,5230.611401,5958.557867,5958.301668,7323.867118,6288.493888,6639.485066,7298.932914,6274.950545,5887.911369,6621.704586,7142.81783,7607.005496,5618.178787,6898.424618
K00013,4589.775872,4051.342078,5372.257517,4078.332675,3511.61866,4727.44492,3452.098154,4918.66707,6060.633022,7005.949873,5447.266126,3852.018881,5455.941157,4289.075388,4686.181181,4580.065113,4917.806634,5892.01566,3667.704405,5370.985301,4911.558252,4931.93068,4664.429163,5105.387239,4663.758837,5428.773415,4527.91685,5029.829042,7027.477101,5749.404058,5557.787896,2918.401541,5639.73509,4987.79562,6537.542392,6447.9447,5330.175844,5196.541506,6599.254839,4691.214306,4314.664254,5315.363976,5750.801829,4755.515731,5231.148539
K00014,5840.212742,4288.773574,4886.772686,5934.490859,3719.897312,4294.280584,3645.293522,4377.40677,5216.719295,6564.271523,5317.766245,4428.394372,5255.146826,4825.913348,4948.439769,5626.523421,4584.919537,5620.157733,4101.173298,5809.80782,5338.114968,5650.528146,4807.918901,5442.158772,5714.149106,5773.116292,4614.370895,5454.277905,5441.120668,5714.529656,3859.043542,3257.376623,4993.40442,4667.443413,5289.93948,4669.517686,5647.890721,5364.13454,4750.442653,5110.691683,4990.434412,5357.293367,5573.257417,4482.047226,5187.067329
K00015,76.98143322,367.7335641,192.4472038,357.0181363,91.82099243,121.6619803,111.0017319,641.5659852,361.9005671,462.7960123,116.1910383,134.6587683,85.0084724,69.5363571,98.78781328,154.8599958,224.6558335,254.0958846,378.2326812,120.1039007,1431.16082,84.34414147,295.2834026,141.2580283,120.3191252,450.8006074,392.2682589,163.4557545,501.7533633,262.1591289,235.402661,419.7547626,131.4246777,718.506477,236.4793934,343.5631432,262.0676489,273.1980544,324.0824177,175.1411159,295.9916438,232.3010066,461.1121917,115.0620628,126.0719722
K00016,2524.030706,4464.735853,3332.659555,2355.440323,3612.994395,2985.827162,1523.251229,8328.414474,3320.884938,5294.842173,3664.60212,2847.04488,3281.02948,2444.007202,4859.37133,5064.863541,4680.67955,4799.886118,5367.036314,2472.460933,10533.15458,5013.268046,4799.7946,4318.068044,4587.367117,6915.45135,5580.154658,3835.400434,5626.600789,5418.167606,7748.743475,8157.096937,3228.839854,11682.30625,3572.550167,4433.434622,2341.250106,4755.94632,4908.39072,2971.823289,4130.106457,3646.408099,6713.706461,3129.454265,3637.639531
K00018,4244.003817,3992.766975,4838.631878,4168.492536,3667.018646,3870.201411,3520.983686,3727.602416,4499.225853,2701.949698,3997.417091,3522.531408,4237.676967,4418.525816,3588.750665,3695.230371,4423.52877,3878.432925,3724.46058,4170.030446,2907.976234,4345.127486,4276.479745,4095.433769,4134.443093,3482.398637,4608.152387,3778.323194,3800.347739,3580.964798,4208.495567,2945.45902,4537.906028,3088.57057,4618.732215,4248.551706,4125.002958,3952.467658,4345.540395,4509.964926,4258.44139,4228.663261,4280.537084,3952.282606,3794.647624
K00019,326.6620008,277.4543301,252.4837814,370.6658186,283.9416998,219.8426376,241.9910569,202.3926396,94.67172194,74.87711144,363.9456519,283.878118,120.1945723,324.4384946,127.8345783,249.8540055,221.4718041,321.4979467,249.9037937,238.7601734,157.5007569,144.0751464,185.2447153,295.2266252,185.7074809,209.8846044,206.7370984,268.3750722,171.8361768,193.8852269,100.4698103,109.1446238,180.3801464,151.2179493,157.0604649,197.8727747,213.172601,324.0512933,212.4762284,150.6277829,194.2294157,173.5601837,83.88055928,97.86859391,136.4917708
K00020,373.2146195,286.1462969,294.8493326,283.4139105,298.0145338,284.9451486,151.3825143,155.0606215,358.9591691,1049.129735,760.0038236,405.0758378,378.4995349,195.62928,430.9287865,870.3644186,486.9727768,694.4420773,328.5919125,242.0055134,1416.30945,581.2160494,657.8740673,340.2375912,872.2726175,1055.348282,424.4607778,1236.947437,1679.004096,2019.727182,178.9013032,590.7892129,270.5986774,296.0487459,166.25477,263.5828649,117.5177877,1074.490807,232.3864274,404.3992381,517.1847116,256.5966922,609.6352416,256.6324748,677.4222345
K00021,209.1584595,357.7100139,451.8796568,345.4393578,164.792041,235.3661891,11.26786915,188.4262384,210.0474416,101.6313801,234.0686847,320.180639,382.500063,319.4156793,142.9948649,240.5055292,177.3159366,164.4118661,124.5973795,72.93915729,140.159178,489.4542266,198.2337391,144.603781,289.8176802,147.4892424,230.9070084,268.0034046,177.6008718,257.4649602,4.333937178,443.4922741,161.8676105,121.6462233,99.5773977,99.22175727,196.3868576,268.03916,128.6475313,343.4413453,239.0325138,70.92895838,178.3678164,421.5630482,591.1745822
K00023,6.042932257,9.974652788,15.22196941,7.192327551,3.182828218,1.25825984,0,14.39249691,6.51976094,0,34.23733073,8.153014073,11.62787891,7.201689997,0,13.15641067,5.457792493,4.523736895,11.47580349,12.05780224,2.019779931,6.451312722,6.41968023,17.16712879,6.642562656,5.44759185,10.30785353,6.129114866,9.257683268,11.52038116,15.99590555,12.80118334,9.938347264,0,4.369594497,41.90531232,0,18.20311613,27.79568525,7.175984672,19.46611293,21.90755991,7.313258287,7.293712325,2.325464664
K00024,2596.699491,1559.229961,921.3280227,2587.790969,2648.041401,1246.788621,1277.563459,1483.005798,2826.744081,2844.914565,1934.847248,1903.690376,2141.273991,1590.329756,1615.125117,1273.041852,1517.135815,1171.593327,1384.913453,1492.354639,1257.329445,1216.198186,1208.094911,1233.52845,1139.143519,1341.923291,1639.701679,1884.147145,1907.424861,2022.628838,1937.014306,464.6328175,1016.961105,1109.986521,1631.351385,1687.624741,1944.532426,1697.240077,1525.846159,1428.59767,1618.555506,1318.489827,1493.408262,1014.99206,1476.495172
K00026,11.89780534,0,3.053647359,0,0,0,0,0,0,7.819306206,0,0,16.50408619,0,0,6.158319887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.36781213,0,0,3.395856916,0,1.566397191,0,0,0,0,0
K00027,3907.075352,4576.155149,5630.753744,4415.463498,4219.947712,5050.483424,3890.247239,4110.606461,4663.162683,3687.426807,4482.913929,4574.037164,4254.688003,4137.655709,4559.720437,5454.552937,5515.332206,5994.315922,4576.652785,5152.706311,5475.95569,5668.266296,5518.712072,4883.447428,5243.46196,5809.023323,4232.3842,5600.061668,6343.882319,5888.103561,5223.118311,5554.055425,5536.10868,4512.336957,5916.129797,5645.314669,4985.533829,5238.338011,6093.399404,5042.165156,5438.715205,5651.374341,5429.549761,5402.435473,5448.0025
K00029,1422.495868,825.1109927,431.0155643,1525.150423,1524.478108,643.4612538,787.5531695,737.2371269,1797.988227,2043.983513,1195.602986,789.6907492,1563.206703,592.58034,1082.834062,691.4901293,477.1019531,559.546424,340.797016,1145.187954,156.5795126,275.6401242,405.8207304,598.1911818,337.1868512,459.6800101,533.9869113,727.2143101,436.8056285,276.0892918,2177.031523,160.7429918,366.9011544,583.115537,936.6731404,1377.79462,1403.768012,398.7810428,1139.698873,868.0856879,689.5111221,1029.280012,1006.434514,415.5290721,517.8687924
K00030,1503.507739,1538.667833,2062.591897,1314.073261,794.6964323,1315.564033,1547.316401,1143.207154,2007.013842,2371.122251,2122.431261,1085.6568,1662.966008,1335.452337,1301.798907,1800.680928,1634.877985,1696.295557,1120.888706,1853.752586,1520.101041,1662.768939,1656.082931,1522.072708,2001.363486,1869.746126,1386.207627,1787.861511,1938.808785,1682.753912,1952.985237,962.1280662,1789.273625,1077.817478,1936.172793,1807.068627,1899.475957,1472.169058,2114.938152,1674.228704,1608.928493,2111.676265,2001.916623,1752.945377,1864.424946
K00031,3727.742292,4161.191346,3458.4408,3360.700535,4951.535717,4508.251755,3539.497274,4098.059003,2423.72067,2635.861296,3628.201436,4533.675083,4267.633764,3340.338215,4551.628146,3276.898916,3887.10702,4101.456212,3662.840872,3569.669339,4038.297696,3617.027196,4424.996626,3896.93615,3789.400273,3752.282982,3482.995322,4328.162059,4483.937985,4719.319697,2566.811258,4012.592234,4037.508597,3803.514434,3487.663173,3665.042021,3222.130788,4334.639895,3674.329211,4329.348736,3785.571008,3447.236394,3629.757638,4137.021164,4072.315378
K00032,8.040244606,0,0,0,0,0,0,0,0,3.72159384,0,0,0,4.011067847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.925446054,0,0,0,0,0,0,4.073207147,0,23.31351916
K00033,801.1173093,2039.573442,752.2026579,942.6073206,1952.079647,754.1653632,960.0174274,2456.384057,384.9671112,709.6603004,1696.504283,1072.715057,1088.281595,516.9158998,1114.445774,1096.518318,1424.741781,1428.608503,1781.952792,555.1493749,5719.016402,939.3032688,1667.379928,888.5758189,1252.138244,2138.086013,1656.421043,1514.847402,2842.136847,2440.820641,2293.428792,2430.518555,683.5497099,3308.207828,845.8846145,1406.193079,510.2797095,2000.623091,1470.867671,1166.645653,1447.468526,803.891094,1594.969361,510.3712059,969.502262
K00034,13.08577074,16.55062781,26.3087053,16.029842,16.73438725,31.67956095,22.30730357,26.6952508,24.20443127,5.512610875,11.046436,17.39262419,29.78599559,10.19883576,14.43354809,18.38595761,30.70241209,35.92040145,39.04407408,9.018809178,36.09052165,10.37862205,22.74183968,31.66645852,12.96539276,24.30451019,5.702473356,28.17259288,37.33805882,41.36612816,21.61705845,35.39068461,21.78467928,21.94438254,37.54685359,52.46668831,50.97881324,10.04823336,31.83475274,9.358472095,22.89340872,34.67644678,43.01593543,10.59024597,11.59093946
K00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.49919717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.153441623,0,0,0,0,0,0,0,0,0,0
K00036,495.4329435,1078.472035,195.8338005,495.8487842,1576.40029,216.4049217,592.9419347,1507.837221,23.816304,646.0920943,1261.199752,708.2110507,754.8485836,142.3373311,773.7346705,624.490787,819.9979992,742.9357775,906.5935282,103.8407447,3311.524994,316.9494771,647.8892913,410.2315345,577.9682448,1415.970001,822.1605918,660.1315868,1894.925469,1630.370803,1465.605077,1446.931028,134.6849457,2038.356852,256.3004718,590.9784291,122.846983,1135.706331,686.1762501,397.7726829,603.0658481,257.594887,881.7489546,104.2988115,430.1409663
K00038,29.23391233,31.52552019,7.150071035,13.9865084,6.859319588,9.16130323,0,6.339906804,0,0,6.592281073,4.392644317,30.57034624,40.45132932,17.04649663,4.327490181,19.20637501,9.771329395,4.733768938,4.574823197,12.69181678,30.21060041,14.71176719,2.872822239,10.65577759,3.405304643,0,11.61227541,2.116084497,11.410893,5.045964488,14.344294,3.416306872,21.82135746,17.58773976,3.230314982,5.471895351,20.56085242,8.200698056,19.89510908,16.23934167,6.608594284,26.65452552,7.737154804,31.79724727
K00039,3.920860024,9.482077342,10.63121673,0,0,9.351511405,0,5.565898977,1.180532845,91.95246673,3.987923118,26.57278661,5.053102934,9.12806798,9.254429163,20.24896127,5.861298933,24.5733856,11.22078563,15.31968097,4.388657627,12.44228712,5.812056176,40.85791628,4.811074187,12.96013736,10.03212905,17.53457531,8.917162654,6.935395556,3.417372775,3.333488752,2.159443356,7.774986122,0,6.3808691,0,10.39719154,7.775476675,4.847451388,3.624824334,1.30540134,6.621056885,7.897794623,13.8953691
K00040,1258.572731,1529.337346,2311.766802,1309.994246,930.8367468,1615.904491,1069.926839,1537.06179,2927.164253,1873.409004,1454.553064,1290.218232,1858.353655,1668.144235,1176.044742,1392.075739,1711.255551,1848.610558,1360.279758,1714.333628,1185.790646,1581.091769,1532.335996,1739.459123,1211.751137,1329.501978,1616.838685,1667.963473,1856.474083,1599.601707,2201.703881,1356.825464,2291.938792,1373.332043,2603.999232,2150.267783,1545.594037,1736.387174,2504.926641,1636.032536,1427.143908,1595.445931,1504.139796,2508.502631,1677.291116
K00041,1632.86732,1388.771049,1950.202948,1549.7029,802.3231554,1340.366173,1218.280751,1376.951335,3224.066191,2203.450614,1245.104677,1028.427846,1974.967487,1485.617239,1272.892052,1356.570539,1439.845983,1517.808412,1185.312463,2094.528269,919.2736086,1324.487309,1294.696412,1565.632559,1088.629194,1115.669037,1405.343943,1188.685783,1753.26904,1218.392384,2109.361089,805.4662886,1945.281398,1371.904191,2325.618981,2360.775842,2011.058654,1199.075748,2381.025586,1884.817682,1166.221516,2106.123817,1755.872658,1943.753947,1518.085314
K00042,452.640714,439.2400328,337.9193446,243.4300612,228.6656497,246.7406376,347.1625158,238.0011815,115.7601826,797.9697431,300.5606263,460.3249754,466.9969966,211.3445286,315.4328583,689.8255183,235.6879832,539.7991455,241.0293847,417.8038927,247.6952156,314.9572467,244.601668,641.0411943,168.4288176,325.4287149,176.4671121,313.5589495,330.2190573,236.2711766,79.389241,113.3924712,134.2780652,203.8820469,155.8271436,165.0408328,151.4213675,255.6061876,170.5393907,630.5380475,186.0407574,174.4712702,287.5940805,167.5943764,347.9544307
K00043,0,0,0,0,0,0,0,0,0,0,49.4334111,0,0,0,0,0,0,0,0,0,0,0,0,3.638402835,0,0,0,5.995991978,0,0,0,4.274605629,0,0,0,0,0,0,0,0,0,0,0,0,0
K00045,17.67797048,7.24093021,5.991406772,4.886655642,2.391650805,7.882599399,28.94028242,19.59888934,10.29897948,14.72109453,11.63633832,18.37667036,21.55239491,7.215355443,1.455026638,51.97686109,33.65671041,79.203106,38.09758384,25.02587547,245.8180108,33.30444833,58.26026462,22.56293387,90.58808302,69.9736687,20.70603541,78.64458629,183.4219739,130.7615586,23.29749806,2.122111169,15.51704053,7.828057798,10.54971949,21.40536944,15.32587376,102.3088993,15.85097901,4.852675037,8.438190915,8.790724804,13.92665184,22.39662086,17.81590471
K00046,1748.333913,2033.973209,2065.494995,1695.224947,1964.49261,1564.603061,1649.282064,1263.19482,3250.072124,2095.893469,1615.053693,1458.124458,2858.803607,1679.272426,1396.692347,963.9746883,1480.492287,1205.161915,1220.649322,1789.788073,869.7904644,1791.845987,1148.647261,1485.279524,1303.343835,1107.182572,1464.983275,1361.523126,1432.41338,1360.197648,1876.59401,869.1400519,1812.206038,1053.006187,2328.504814,1981.59795,1711.459033,1548.946535,2231.072984,1555.429009,1698.778625,1892.180736,1638.185083,2046.42127,2187.512601
K00048,2454.316395,1817.387074,2250.208582,1896.084969,1994.776861,1499.08712,2173.763375,1323.089189,2690.784532,3099.821802,2598.58795,1671.787283,2674.126717,1186.921777,1702.625585,1864.667854,1777.416533,1605.558535,1228.229636,2248.465379,1363.733553,1376.346114,1592.642253,1907.647699,1590.140988,1874.552566,1326.341639,1932.452983,1645.455733,1570.621905,1822.445736,1214.682546,1829.95555,1231.960013,2656.318081,2102.82926,2081.821016,1502.966283,2203.889658,2269.832242,1771.509529,2308.46882,2138.842842,2181.367749,1700.699598
K00052,4177.194577,3442.073083,4517.450648,3667.620275,3416.313605,3991.537445,2667.053117,4632.181303,5497.466931,5454.91779,4598.028536,3498.360299,5110.132254,3598.408567,4500.442782,4500.838437,4279.17069,5228.548971,3861.857973,4569.882618,4527.701087,4955.564324,4123.664674,4726.699583,4539.194998,5316.598045,4528.882468,4833.636728,5596.768189,5112.199095,4311.172474,2683.227275,4685.360779,4294.981287,5114.524711,5180.940737,3819.497538,4891.406247,5374.165251,4252.792523,4093.619523,4241.772832,5102.017314,4216.319615,4719.033838
K00053,4030.829974,3682.047445,4451.044998,4113.257925,3180.070052,4293.313584,3658.28273,4819.400378,5784.390395,5272.017782,4622.138156,3734.337308,5243.559281,3859.571118,4704.886079,4669.647626,4685.932365,5744.008,4000.043254,4926.678381,4585.272245,5051.656761,4678.602901,5482.890361,4680.040483,5616.290568,4697.347209,4921.471215,5263.596953,5568.159048,4737.693655,2870.904212,5071.057485,4693.348228,5377.146534,5069.936523,4564.667928,4823.762975,5282.263462,4372.499987,4127.202831,5135.638717,6004.362293,4603.46877,4897.98502
K00054,79.96552957,792.233301,141.0044246,72.76509789,746.9392059,421.6086864,101.0299052,2575.269045,10.9508758,735.5921101,246.3435596,278.60746,253.1079557,170.8730377,671.9198647,308.4080443,864.6859418,655.8198371,1047.412385,26.02262874,2917.099988,295.8169812,551.1081081,668.9358732,450.1251664,961.5730477,907.44132,143.5572365,1035.887742,441.7941222,2258.232049,1510.624334,243.1466903,3179.491409,474.14441,836.3543061,168.9647779,665.8838113,855.0971952,143.1404907,566.3933936,470.6617197,961.6107801,170.7742156,314.7537005
K00055,18.16697508,524.764924,84.59274221,24.2233801,213.0267987,93.85301057,31.50342075,566.5960354,55.74512299,77.44185192,34.29407756,49.66155053,36.62212853,67.52164051,138.5853299,80.02370258,303.409984,131.5190461,366.6763234,47.29462983,1146.984491,107.3881725,131.5092679,49.71785768,133.3552436,312.0017784,368.8645916,80.95482932,393.6974668,189.7509977,477.2403015,730.0177397,71.9279438,852.7183005,186.8538117,269.9495608,55.6256379,196.4079744,310.5797217,25.92165624,267.1602065,149.6353907,553.4418921,92.45894465,74.12785331
K00057,6116.516334,5694.01927,6017.15699,6576.642102,4874.038441,5426.910645,4252.76257,7168.784446,5978.108548,6021.79683,5498.209052,4938.600371,5915.482747,5619.856381,5484.608156,6026.155191,6296.557923,6463.663725,6142.215044,5522.846248,7203.059688,6115.302099,6174.20985,6113.021274,6131.423163,6694.83593,6212.900895,6346.586168,6945.658602,6524.467984,6931.062638,4750.161533,6063.491081,7342.512963,6418.001157,6303.553288,5631.897397,6564.330364,6378.882047,5746.310682,6142.659896,5763.077275,6424.981856,5774.390076,6355.757732
K00058,8236.928137,8744.107201,9582.727879,9546.185063,8385.593595,10050.39486,8231.091881,9164.560736,8886.215385,8226.033757,8334.300727,9119.587365,8566.584042,9508.218123,8454.669848,8601.77229,9898.999374,9321.483505,9264.429667,9957.723159,7894.501128,8969.827441,9872.328838,9452.74143,9665.482637,8935.685037,9268.817036,9754.026388,9533.337823,9379.442038,8858.911747,8681.427457,10198.46698,8500.837539,9362.915029,9862.867182,9998.508946,9279.004437,9918.96371,9611.995655,10179.708,9846.637002,8402.198323,9707.042368,10158.44797
K00059,12078.49955,13538.04812,14093.97095,12688.45771,12346.86722,15053.58611,12375.56083,15927.6164,14347.51738,13065.53099,11872.68593,12775.32,12497.42477,14056.63294,13852.69063,12759.42829,14708.55355,13432.83634,15888.74359,13400.60035,13996.46301,13439.88707,15915.00186,14344.27943,14419.19714,13095.1897,14947.00467,14294.7891,13838.47352,13271.30715,14392.26935,13857.39727,15674.66923,14752.9053,13678.85287,15296.54734,13848.22302,14942.86633,15667.41586,13996.52352,15055.60077,14409.12274,12515.46465,15036.76629,14433.90896
K00060,1045.681256,1899.391904,1324.457461,1150.381398,2613.019793,2604.23337,1852.679676,2051.012358,1888.557736,1014.347414,1071.25706,2518.388488,1181.875966,1828.890632,1785.120188,1159.012151,1591.814149,1128.993995,2288.15722,1098.153171,984.8344866,1174.627267,2149.393814,1228.306909,1595.507846,893.3935491,1742.057569,1917.453525,949.1489346,1282.038316,1167.339119,2776.458039,1566.728673,877.0747547,985.8910219,1340.464933,989.6573355,1838.216133,1200.293103,1896.984742,2137.624986,1122.699736,677.2699578,1936.789768,1617.390623
K00065,559.9701903,447.1367694,472.187658,301.4694168,224.6874483,361.1969912,211.9364865,290.7962525,317.7088826,568.459662,458.3037426,424.4269052,505.244185,234.0210754,406.3548582,781.1357952,486.1467256,623.9753479,335.4616375,416.9183403,365.5483578,538.9730413,464.7789555,648.9738715,483.8804909,573.4043365,304.9694083,571.0020726,399.441022,543.4330217,250.7288299,523.0232935,361.6337832,384.4776965,288.9673615,428.3293967,288.6568256,479.2054821,412.2661569,644.6908344,458.962203,541.8809356,442.5855128,311.5480018,427.7828624
K00066,19.46682118,8.910263219,43.13756462,63.54223114,12.2560313,27.31643202,0,27.34425966,94.45448553,124.9959884,33.24281251,16.55759867,24.25328802,19.23473849,53.73957456,60.39856928,56.98565517,55.7368509,51.08252994,21.27503859,23.92854299,80.23773753,28.46088864,73.47294911,24.28913685,70.24208085,42.93653885,40.45901514,76.91646638,56.25645788,41.16532591,42.60948898,27.40382376,75.46512765,86.69434625,49.80422294,63.69064476,38.87937075,62.37662949,47.54411607,33.5509152,88.24939699,95.61389356,38.68110613,26.87005688
K00067,5542.021491,4999.513159,4567.816942,5940.581885,5484.844569,4339.09867,3993.614675,6205.729763,7008.937581,7435.768073,6689.518224,4629.438026,6133.990624,4953.295396,5784.935826,5742.961746,5246.768694,5796.200442,4773.591413,5186.55827,5740.685134,6105.36993,4834.047963,5828.29195,5345.355734,6317.652322,5581.586483,5548.573811,6020.648703,6247.416467,5973.889443,5571.698634,5110.25422,6663.953264,5453.805624,5466.105576,5509.252045,5711.116136,5306.610748,4595.180484,5456.935516,5658.840688,6667.434036,4577.069245,5105.536783
K00068,361.1020197,525.9720974,506.4915884,242.6997004,257.4523402,400.9240936,200.0871009,286.9897394,232.4072704,389.6160477,431.6699576,381.4208805,476.9257366,195.895889,344.7330208,653.3099887,474.5578396,521.8630357,338.2325068,315.2063091,456.3976049,337.7558571,492.1468151,566.325143,299.8853957,513.9291775,303.5363989,421.5542928,460.9825746,422.9409054,227.1336051,427.0810338,366.9045915,281.5557928,383.2309526,269.4955931,173.5141652,380.0379825,339.7643165,543.700346,351.210783,260.2815975,355.5025047,358.8125803,436.1994504
